"date","code_post","level_w","snow_height","degree_coverage","tmean","post_9387"
"2008-01-18",9393,380,37,10,"-38.3",78
"2008-01-18",9388,282,37,10,"-38.3",78
"2008-01-18",9560,322,37,10,"-38.3",78
"2008-01-19",9388,282,37,10,"-38.7",78
"2008-01-19",9392,138,37,10,"-38.7",78
"2008-01-19",9393,380,37,10,"-38.7",78
"2008-01-19",9499,161,37,10,"-38.7",78
"2008-01-19",9389,210,37,10,"-38.7",78
"2008-01-19",9523,183,37,10,"-38.7",78
"2008-01-19",9397,207,37,10,"-38.7",78
"2008-01-19",9390,290,37,10,"-38.7",78
"2008-01-19",9568,282,37,10,"-38.7",78
"2008-01-19",9560,322,37,10,"-38.7",78
"2008-01-19",9386,138,37,10,"-38.7",78
"2008-01-20",9560,321,37,10,"-40.7",78
"2008-01-20",9523,181,37,10,"-40.7",78
"2008-01-20",9568,279,37,10,"-40.7",78
"2008-01-20",9397,207,37,10,"-40.7",78
"2008-01-20",9390,289,37,10,"-40.7",78
"2008-01-20",9386,138,37,10,"-40.7",78
"2008-01-20",9499,160,37,10,"-40.7",78
"2008-01-20",9393,380,37,10,"-40.7",78
"2008-01-20",9392,138,37,10,"-40.7",78
"2008-01-20",9389,210,37,10,"-40.7",78
"2008-01-20",9388,282,37,10,"-40.7",78
"2008-01-21",9499,160,37,10,"-36.6",78
"2008-01-21",9386,138,37,10,"-36.6",78
"2008-01-21",9390,288,37,10,"-36.6",78
"2008-01-21",9392,138,37,10,"-36.6",78
"2008-01-21",9397,208,37,10,"-36.6",78
"2008-01-21",9523,176,37,10,"-36.6",78
"2008-01-21",9388,282,37,10,"-36.6",78
"2008-01-21",9560,321,37,10,"-36.6",78
"2008-01-21",9389,210,37,10,"-36.6",78
"2008-01-21",9393,380,37,10,"-36.6",78
"2008-01-21",9568,277,37,10,"-36.6",78
"2008-01-22",9389,210,37,10,"-24",78
"2008-01-22",9568,278,37,10,"-24",78
"2008-01-22",9392,138,37,10,"-24",78
"2008-01-22",9560,321,37,10,"-24",78
"2008-01-22",9499,159,37,10,"-24",78
"2008-01-22",9523,176,37,10,"-24",78
"2008-01-22",9393,380,37,10,"-24",78
"2008-01-22",9388,280,37,10,"-24",78
"2008-01-22",9390,286,37,10,"-24",78
"2008-01-22",9386,138,37,10,"-24",78
"2008-01-22",9397,208,37,10,"-24",78
"2008-01-23",9386,138,38,10,"-18.6",79
"2008-01-23",9568,278,38,10,"-18.6",79
"2008-01-23",9397,208,38,10,"-18.6",79
"2008-01-23",9393,380,38,10,"-18.6",79
"2008-01-23",9388,280,38,10,"-18.6",79
"2008-01-23",9499,159,38,10,"-18.6",79
"2008-01-23",9523,176,38,10,"-18.6",79
"2008-01-23",9389,209,38,10,"-18.6",79
"2008-01-23",9560,320,38,10,"-18.6",79
"2008-01-23",9390,285,38,10,"-18.6",79
"2008-01-23",9392,138,38,10,"-18.6",79
"2008-01-24",9386,138,38,10,"-13.9",78
"2008-01-24",9392,138,38,10,"-13.9",78
"2008-01-24",9560,320,38,10,"-13.9",78
"2008-01-24",9390,285,38,10,"-13.9",78
"2008-01-24",9499,159,38,10,"-13.9",78
"2008-01-24",9397,208,38,10,"-13.9",78
"2008-01-24",9388,279,38,10,"-13.9",78
"2008-01-24",9568,277,38,10,"-13.9",78
"2008-01-24",9393,380,38,10,"-13.9",78
"2008-01-24",9523,176,38,10,"-13.9",78
"2008-01-24",9389,209,38,10,"-13.9",78
"2008-01-25",9388,279,38,10,"-19.7",78
"2008-01-25",9568,276,38,10,"-19.7",78
"2008-01-25",9390,284,38,10,"-19.7",78
"2008-01-25",9389,209,38,10,"-19.7",78
"2008-01-25",9392,138,38,10,"-19.7",78
"2008-01-25",9560,320,38,10,"-19.7",78
"2008-01-25",9386,138,38,10,"-19.7",78
"2008-01-25",9393,380,38,10,"-19.7",78
"2008-01-25",9523,176,38,10,"-19.7",78
"2008-01-25",9499,159,38,10,"-19.7",78
"2008-01-25",9397,208,38,10,"-19.7",78
"2008-01-26",9560,319,38,10,"-15.6",77
"2008-01-26",9390,284,38,10,"-15.6",77
"2008-01-26",9389,209,38,10,"-15.6",77
"2008-01-26",9386,138,38,10,"-15.6",77
"2008-01-26",9499,159,38,10,"-15.6",77
"2008-01-26",9568,276,38,10,"-15.6",77
"2008-01-26",9388,279,38,10,"-15.6",77
"2008-01-26",9393,380,38,10,"-15.6",77
"2008-01-26",9523,176,38,10,"-15.6",77
"2008-01-26",9397,208,38,10,"-15.6",77
"2008-01-26",9392,138,38,10,"-15.6",77
"2008-01-27",9389,208,40,10,"-22.7",78
"2008-01-27",9560,319,40,10,"-22.7",78
"2008-01-27",9397,208,40,10,"-22.7",78
"2008-01-27",9392,138,40,10,"-22.7",78
"2008-01-27",9388,279,40,10,"-22.7",78
"2008-01-27",9386,138,40,10,"-22.7",78
"2008-01-27",9499,158,40,10,"-22.7",78
"2008-01-27",9523,176,40,10,"-22.7",78
"2008-01-27",9390,283,40,10,"-22.7",78
"2008-01-27",9568,275,40,10,"-22.7",78
"2008-01-27",9393,380,40,10,"-22.7",78
"2008-01-28",9388,278,39,10,"-26.4",79
"2008-01-28",9392,138,39,10,"-26.4",79
"2008-01-28",9393,380,39,10,"-26.4",79
"2008-01-28",9389,208,39,10,"-26.4",79
"2008-01-28",9386,138,39,10,"-26.4",79
"2008-01-28",9523,176,39,10,"-26.4",79
"2008-01-28",9397,209,39,10,"-26.4",79
"2008-01-28",9560,319,39,10,"-26.4",79
"2008-01-28",9568,275,39,10,"-26.4",79
"2008-01-28",9390,282,39,10,"-26.4",79
"2008-01-28",9499,158,39,10,"-26.4",79
"2008-01-29",9523,176,39,10,"-28.6",80
"2008-01-29",9388,278,39,10,"-28.6",80
"2008-01-29",9568,274,39,10,"-28.6",80
"2008-01-29",9390,282,39,10,"-28.6",80
"2008-01-29",9397,209,39,10,"-28.6",80
"2008-01-29",9499,157,39,10,"-28.6",80
"2008-01-29",9560,318,39,10,"-28.6",80
"2008-01-29",9393,380,39,10,"-28.6",80
"2008-01-29",9389,208,39,10,"-28.6",80
"2008-01-29",9386,138,39,10,"-28.6",80
"2008-01-29",9392,138,39,10,"-28.6",80
"2008-01-30",9390,281,39,10,"-24.8",80
"2008-01-30",9392,138,39,10,"-24.8",80
"2008-01-30",9523,176,39,10,"-24.8",80
"2008-01-30",9388,278,39,10,"-24.8",80
"2008-01-30",9393,380,39,10,"-24.8",80
"2008-01-30",9389,208,39,10,"-24.8",80
"2008-01-30",9499,156,39,10,"-24.8",80
"2008-01-30",9560,318,39,10,"-24.8",80
"2008-01-30",9568,274,39,10,"-24.8",80
"2008-01-30",9397,209,39,10,"-24.8",80
"2008-01-30",9386,138,39,10,"-24.8",80
"2008-01-31",9390,281,40,10,"-19.4",80
"2008-01-31",9499,153,40,10,"-19.4",80
"2008-01-31",9560,318,40,10,"-19.4",80
"2008-01-31",9523,176,40,10,"-19.4",80
"2008-01-31",9568,274,40,10,"-19.4",80
"2008-01-31",9393,380,40,10,"-19.4",80
"2008-01-31",9392,138,40,10,"-19.4",80
"2008-01-31",9388,278,40,10,"-19.4",80
"2008-01-31",9386,138,40,10,"-19.4",80
"2008-01-31",9397,209,40,10,"-19.4",80
"2008-01-31",9389,208,40,10,"-19.4",80
"2008-02-01",9388,278,40,10,"-30.2",80
"2008-02-01",9523,176,40,10,"-30.2",80
"2008-02-01",9390,281,40,10,"-30.2",80
"2008-02-01",9397,209,40,10,"-30.2",80
"2008-02-01",9393,380,40,10,"-30.2",80
"2008-02-01",9560,316,40,10,"-30.2",80
"2008-02-01",9389,208,40,10,"-30.2",80
"2008-02-01",9499,151,40,10,"-30.2",80
"2008-02-01",9386,138,40,10,"-30.2",80
"2008-02-01",9392,138,40,10,"-30.2",80
"2008-02-01",9568,274,40,10,"-30.2",80
"2008-02-02",9393,380,41,10,"-18.7",80
"2008-02-02",9397,209,41,10,"-18.7",80
"2008-02-02",9388,277,41,10,"-18.7",80
"2008-02-02",9392,138,41,10,"-18.7",80
"2008-02-02",9568,273,41,10,"-18.7",80
"2008-02-02",9389,208,41,10,"-18.7",80
"2008-02-02",9499,150,41,10,"-18.7",80
"2008-02-02",9523,176,41,10,"-18.7",80
"2008-02-02",9390,281,41,10,"-18.7",80
"2008-02-02",9560,316,41,10,"-18.7",80
"2008-02-02",9386,138,41,10,"-18.7",80
"2008-02-03",9388,278,41,10,"-18.7",81
"2008-02-03",9392,138,41,10,"-18.7",81
"2008-02-03",9523,172,41,10,"-18.7",81
"2008-02-03",9397,208,41,10,"-18.7",81
"2008-02-03",9393,380,41,10,"-18.7",81
"2008-02-03",9568,272,41,10,"-18.7",81
"2008-02-03",9389,208,41,10,"-18.7",81
"2008-02-03",9560,316,41,10,"-18.7",81
"2008-02-03",9499,147,41,10,"-18.7",81
"2008-02-03",9390,281,41,10,"-18.7",81
"2008-02-03",9386,138,41,10,"-18.7",81
"2008-02-04",9389,208,41,10,"-26.9",81
"2008-02-04",9388,278,41,10,"-26.9",81
"2008-02-04",9523,166,41,10,"-26.9",81
"2008-02-04",9397,208,41,10,"-26.9",81
"2008-02-04",9386,138,41,10,"-26.9",81
"2008-02-04",9392,138,41,10,"-26.9",81
"2008-02-04",9560,316,41,10,"-26.9",81
"2008-02-04",9390,280,41,10,"-26.9",81
"2008-02-04",9568,271,41,10,"-26.9",81
"2008-02-04",9393,380,41,10,"-26.9",81
"2008-02-04",9499,146,41,10,"-26.9",81
"2008-02-05",9389,208,41,10,"-13",81
"2008-02-05",9392,138,41,10,"-13",81
"2008-02-05",9388,277,41,10,"-13",81
"2008-02-05",9386,138,41,10,"-13",81
"2008-02-05",9499,145,41,10,"-13",81
"2008-02-05",9393,380,41,10,"-13",81
"2008-02-05",9568,270,41,10,"-13",81
"2008-02-05",9390,280,41,10,"-13",81
"2008-02-05",9560,315,41,10,"-13",81
"2008-02-05",9523,165,41,10,"-13",81
"2008-02-05",9397,208,41,10,"-13",81
"2008-02-06",9388,277,41,10,"-13.4",81
"2008-02-06",9389,208,41,10,"-13.4",81
"2008-02-06",9499,145,41,10,"-13.4",81
"2008-02-06",9397,208,41,10,"-13.4",81
"2008-02-06",9523,164,41,10,"-13.4",81
"2008-02-06",9392,138,41,10,"-13.4",81
"2008-02-06",9386,138,41,10,"-13.4",81
"2008-02-06",9390,279,41,10,"-13.4",81
"2008-02-06",9560,315,41,10,"-13.4",81
"2008-02-06",9393,380,41,10,"-13.4",81
"2008-02-06",9568,269,41,10,"-13.4",81
"2008-02-07",9386,137,41,10,"-17.2",81
"2008-02-07",9568,269,41,10,"-17.2",81
"2008-02-07",9560,315,41,10,"-17.2",81
"2008-02-07",9390,279,41,10,"-17.2",81
"2008-02-07",9388,277,41,10,"-17.2",81
"2008-02-07",9393,380,41,10,"-17.2",81
"2008-02-07",9499,144,41,10,"-17.2",81
"2008-02-07",9389,206,41,10,"-17.2",81
"2008-02-07",9397,208,41,10,"-17.2",81
"2008-02-07",9392,138,41,10,"-17.2",81
"2008-02-07",9523,162,41,10,"-17.2",81
"2008-02-08",9499,142,41,10,"-17.6",81
"2008-02-08",9390,279,41,10,"-17.6",81
"2008-02-08",9386,138,41,10,"-17.6",81
"2008-02-08",9389,206,41,10,"-17.6",81
"2008-02-08",9393,380,41,10,"-17.6",81
"2008-02-08",9397,208,41,10,"-17.6",81
"2008-02-08",9560,315,41,10,"-17.6",81
"2008-02-08",9392,138,41,10,"-17.6",81
"2008-02-08",9523,161,41,10,"-17.6",81
"2008-02-08",9388,277,41,10,"-17.6",81
"2008-02-08",9568,269,41,10,"-17.6",81
"2008-02-09",9560,315,42,10,"-25.5",81
"2008-02-09",9386,137,42,10,"-25.5",81
"2008-02-09",9392,138,42,10,"-25.5",81
"2008-02-09",9393,380,42,10,"-25.5",81
"2008-02-09",9568,269,42,10,"-25.5",81
"2008-02-09",9390,278,42,10,"-25.5",81
"2008-02-09",9397,207,42,10,"-25.5",81
"2008-02-09",9523,158,42,10,"-25.5",81
"2008-02-09",9388,277,42,10,"-25.5",81
"2008-02-09",9389,206,42,10,"-25.5",81
"2008-02-09",9499,141,42,10,"-25.5",81
"2008-02-10",9393,380,42,10,"-35.1",81
"2008-02-10",9568,269,42,10,"-35.1",81
"2008-02-10",9397,207,42,10,"-35.1",81
"2008-02-10",9386,137,42,10,"-35.1",81
"2008-02-10",9392,138,42,10,"-35.1",81
"2008-02-10",9499,139,42,10,"-35.1",81
"2008-02-10",9388,277,42,10,"-35.1",81
"2008-02-10",9390,278,42,10,"-35.1",81
"2008-02-10",9389,206,42,10,"-35.1",81
"2008-02-10",9560,314,42,10,"-35.1",81
"2008-02-10",9523,158,42,10,"-35.1",81
"2008-02-11",9393,380,42,10,"-16.9",81
"2008-02-11",9388,277,42,10,"-16.9",81
"2008-02-11",9389,206,42,10,"-16.9",81
"2008-02-11",9397,207,42,10,"-16.9",81
"2008-02-11",9523,157,42,10,"-16.9",81
"2008-02-11",9386,137,42,10,"-16.9",81
"2008-02-11",9392,138,42,10,"-16.9",81
"2008-02-11",9568,268,42,10,"-16.9",81
"2008-02-11",9390,278,42,10,"-16.9",81
"2008-02-11",9560,314,42,10,"-16.9",81
"2008-02-11",9499,137,42,10,"-16.9",81
"2008-02-12",9392,138,43,10,"-17.2",81
"2008-02-12",9390,277,43,10,"-17.2",81
"2008-02-12",9397,207,43,10,"-17.2",81
"2008-02-12",9389,206,43,10,"-17.2",81
"2008-02-12",9560,314,43,10,"-17.2",81
"2008-02-12",9388,277,43,10,"-17.2",81
"2008-02-12",9568,267,43,10,"-17.2",81
"2008-02-12",9386,137,43,10,"-17.2",81
"2008-02-12",9523,155,43,10,"-17.2",81
"2008-02-12",9393,379,43,10,"-17.2",81
"2008-02-12",9499,134,43,10,"-17.2",81
"2008-02-13",9523,153,43,10,"-29",81
"2008-02-13",9390,277,43,10,"-29",81
"2008-02-13",9397,207,43,10,"-29",81
"2008-02-13",9499,132,43,10,"-29",81
"2008-02-13",9560,313,43,10,"-29",81
"2008-02-13",9392,138,43,10,"-29",81
"2008-02-13",9386,136,43,10,"-29",81
"2008-02-13",9568,267,43,10,"-29",81
"2008-02-13",9388,277,43,10,"-29",81
"2008-02-13",9389,206,43,10,"-29",81
"2008-02-13",9393,379,43,10,"-29",81
"2008-02-14",9392,138,43,10,"-15.3",81
"2008-02-14",9390,277,43,10,"-15.3",81
"2008-02-14",9388,277,43,10,"-15.3",81
"2008-02-14",9393,379,43,10,"-15.3",81
"2008-02-14",9386,136,43,10,"-15.3",81
"2008-02-14",9397,207,43,10,"-15.3",81
"2008-02-14",9560,313,43,10,"-15.3",81
"2008-02-14",9523,150,43,10,"-15.3",81
"2008-02-14",9389,206,43,10,"-15.3",81
"2008-02-14",9499,130,43,10,"-15.3",81
"2008-02-14",9568,266,43,10,"-15.3",81
"2008-02-15",9393,379,45,10,"-9.6",81
"2008-02-15",9386,136,45,10,"-9.6",81
"2008-02-15",9568,265,45,10,"-9.6",81
"2008-02-15",9560,313,45,10,"-9.6",81
"2008-02-15",9499,128,45,10,"-9.6",81
"2008-02-15",9392,138,45,10,"-9.6",81
"2008-02-15",9523,149,45,10,"-9.6",81
"2008-02-15",9390,277,45,10,"-9.6",81
"2008-02-15",9397,208,45,10,"-9.6",81
"2008-02-15",9388,277,45,10,"-9.6",81
"2008-02-15",9389,206,45,10,"-9.6",81
"2008-02-16",9499,126,45,10,"-15.2",81
"2008-02-16",9386,136,45,10,"-15.2",81
"2008-02-16",9390,277,45,10,"-15.2",81
"2008-02-16",9392,138,45,10,"-15.2",81
"2008-02-16",9393,379,45,10,"-15.2",81
"2008-02-16",9397,208,45,10,"-15.2",81
"2008-02-16",9388,277,45,10,"-15.2",81
"2008-02-16",9523,147,45,10,"-15.2",81
"2008-02-16",9389,206,45,10,"-15.2",81
"2008-02-16",9568,264,45,10,"-15.2",81
"2008-02-16",9560,312,45,10,"-15.2",81
"2008-02-17",9523,146,45,10,"-22.2",80
"2008-02-17",9390,276,45,10,"-22.2",80
"2008-02-17",9389,206,45,10,"-22.2",80
"2008-02-17",9499,126,45,10,"-22.2",80
"2008-02-17",9386,136,45,10,"-22.2",80
"2008-02-17",9388,277,45,10,"-22.2",80
"2008-02-17",9568,264,45,10,"-22.2",80
"2008-02-17",9393,379,45,10,"-22.2",80
"2008-02-17",9560,311,45,10,"-22.2",80
"2008-02-17",9392,138,45,10,"-22.2",80
"2008-02-17",9397,208,45,10,"-22.2",80
"2008-02-18",9393,379,45,10,"-24.2",80
"2008-02-18",9386,136,45,10,"-24.2",80
"2008-02-18",9499,128,45,10,"-24.2",80
"2008-02-18",9389,206,45,10,"-24.2",80
"2008-02-18",9388,277,45,10,"-24.2",80
"2008-02-18",9390,276,45,10,"-24.2",80
"2008-02-18",9392,138,45,10,"-24.2",80
"2008-02-18",9568,264,45,10,"-24.2",80
"2008-02-18",9560,311,45,10,"-24.2",80
"2008-02-18",9397,208,45,10,"-24.2",80
"2008-02-18",9523,144,45,10,"-24.2",80
"2008-02-19",9393,379,45,10,"-20.2",80
"2008-02-19",9499,129,45,10,"-20.2",80
"2008-02-19",9389,206,45,10,"-20.2",80
"2008-02-19",9390,276,45,10,"-20.2",80
"2008-02-19",9523,144,45,10,"-20.2",80
"2008-02-19",9392,138,45,10,"-20.2",80
"2008-02-19",9397,208,45,10,"-20.2",80
"2008-02-19",9560,310,45,10,"-20.2",80
"2008-02-19",9568,264,45,10,"-20.2",80
"2008-02-19",9386,135,45,10,"-20.2",80
"2008-02-19",9388,277,45,10,"-20.2",80
"2008-02-20",9388,277,45,10,"-23",80
"2008-02-20",9499,129,45,10,"-23",80
"2008-02-20",9523,143,45,10,"-23",80
"2008-02-20",9560,310,45,10,"-23",80
"2008-02-20",9397,208,45,10,"-23",80
"2008-02-20",9389,206,45,10,"-23",80
"2008-02-20",9386,135,45,10,"-23",80
"2008-02-20",9392,138,45,10,"-23",80
"2008-02-20",9393,379,45,10,"-23",80
"2008-02-20",9390,276,45,10,"-23",80
"2008-02-20",9568,263,45,10,"-23",80
